time,symbol,side,price,qty,pnl,equity,date
2025-04-12 14:00:00+02:00,KNC/USDT,ENTRY,0.3271512,30.75030750307503,-0.012071999999999998,199.987928,2025-04-12
2025-04-14 02:00:00+02:00,KNC/USDT,EXIT,0.3070466,30.75030750307503,-0.6416247650676499,199.34630323493235,2025-04-14
2025-04-16 14:00:00+02:00,LAYER/USDT,ENTRY,2.147307,3.9682187477449915,-0.010225180673476865,199.33607805425888,2025-04-16
2025-04-26 14:00:00+02:00,LAYER/USDT,TIME_EXIT,2.523269,3.9682187477449915,1.4696588161445407,200.80573687040342,2025-04-26
2025-05-08 10:00:00+02:00,MOVR/USDT,ENTRY,6.564150000000001,1.5387412787004093,-0.01212063427749755,200.79361623612593,2025-05-08
2025-05-17 10:00:00+02:00,MOVR/USDT,EXIT,6.98782,1.5387412787004093,0.6268949467709501,201.4205111828969,2025-05-17
2025-05-22 14:00:00+02:00,MOVR/USDT,ENTRY,7.787446,1.3009980053151848,-0.012157742054999657,201.4083534408419,2025-05-22
2025-05-23 22:00:00+02:00,MOVR/USDT,EXIT,7.049448,1.3009980053151848,-0.9832972493254833,200.4250561915164,2025-05-23
2025-06-04 10:00:00+02:00,KAVA/USDT,ENTRY,0.4472676,22.53992984609946,-0.012097656391719929,200.4129585351247,2025-06-04
2025-06-05 10:00:00+02:00,KAVA/USDT,EXIT,0.4185734,22.53992984609946,-0.6701844494673991,199.7427740856573,2025-06-05
2025-06-09 10:00:00+02:00,KNC/USDT,ENTRY,0.3493838,28.75651800830079,-0.012056473843810275,199.73071761181347,2025-06-09
2025-06-12 18:00:00+02:00,KNC/USDT,EXIT,0.3356738,28.75651800830079,-0.4178917073471518,199.31282590446634,2025-06-12
2025-06-23 22:00:00+02:00,JST/USDT,ENTRY,0.03506916,285.8761128864979,-0.012030522171593587,199.30079538229475,2025-06-23
2025-06-25 18:00:00+02:00,JST/USDT,EXIT,0.033130019999999996,285.8761128864979,-0.5777496253192611,198.7230457569755,2025-06-25
2025-06-26 22:00:00+02:00,CHESS/USDT,ENTRY,0.0805806,124.04684504180743,-0.01199492304189104,198.7110508339336,2025-06-26
2025-06-30 18:00:00+02:00,CHESS/USDT,EXIT,0.0724626,124.04684504180743,-1.0297937193875155,197.68125711454607,2025-06-30
2025-07-03 06:00:00+02:00,XTZ/USDT,ENTRY,0.561851,17.697516303898485,-0.011932040679434,197.66932507386664,2025-07-03
2025-07-04 06:00:00+02:00,XTZ/USDT,EXIT,0.5343743999999999,17.697516303898485,-0.5095481367427955,197.15977693712384,2025-07-04
2025-07-09 18:00:00+02:00,MOVR/USDT,ENTRY,5.684906,1.7444680316503616,-0.011900564135924795,197.14787637298792,2025-07-09
2025-07-19 18:00:00+02:00,MOVR/USDT,TIME_EXIT,6.851642,1.7444680316503616,2.0090901247197164,199.15696649770763,2025-07-19
2025-07-21 06:00:00+02:00,MOVR/USDT,ENTRY,7.389069999999999,1.3557315622716655,-0.012021114497801633,199.14494538320983,2025-07-21
2025-07-23 14:00:00+02:00,MOVR/USDT,EXIT,6.696578,1.3557315622716655,-0.9617488901030082,198.18319649310683,2025-07-23
2025-07-31 10:00:00+02:00,SOPH/USDT,ENTRY,0.04495814,178.42860134427622,-0.00962618164708819,198.17357031145974,2025-07-31
2025-08-01 06:00:00+02:00,SOPH/USDT,EXIT,0.03888528,178.42860134427622,-1.1015239929546259,197.0720463185051,2025-08-01
2025-08-08 10:00:00+02:00,MOVR/USDT,ENTRY,6.4695860000000005,1.5322037499495034,-0.01189526871578497,197.0601510497893,2025-08-08
2025-08-16 10:00:00+02:00,MOVR/USDT,EXIT,6.418258,1.5322037499495034,-0.10234111756408623,196.95780993222522,2025-08-16
2025-08-22 18:00:00+02:00,JST/USDT,ENTRY,0.03509934,282.2553882663016,-0.011888373407509117,196.9459215588177,2025-08-22
2025-08-26 02:00:00+02:00,JST/USDT,EXIT,0.0334978,282.2553882663016,-0.47527758938560166,196.4706439694321,2025-08-26
2025-08-28 10:00:00+02:00,PROM/USDT,ENTRY,9.491610000000001,1.0411798832508325,-0.011858968069994922,196.45878500136212,2025-08-28
2025-08-31 10:00:00+02:00,PROM/USDT,EXIT,8.940036,1.0411798832508325,-0.5973165437606778,195.86146845760143,2025-08-31
2025-09-08 14:00:00+02:00,APE/USDT,ENTRY,0.6024934,16.351767278143384,-0.011822198236100822,195.84964625936533,2025-09-08
2025-09-09 10:00:00+02:00,APE/USDT,FORCE_EXIT,0.6138944000000001,16.351767278143384,0.16255839046742707,196.01220464983277,2025-09-09
